time,distance,speed,accelerationX,accelerationY,accelerationZ,speedLimit,speedDifference,speedSeverity
3.79,2.07125943,54.56336,-0.000283866,0.010683993,0.06977671,90,-35.44,0
3.81,2.08638436,54.01048,8.74205E-05,-0.000149093,0.184697136,90,-35.99,0
3.82,2.10184355,53.3242645,-0.000306459,-0.00239475,0.212885052,90,-36.68,0
3.84,2.1164327,52.564724,0.815248132,-0.017237332,0.216415673,90,-37.44,0
3.86,2.13105758,51.6918449,-0.09145752,0.000104438,0.234824166,90,-38.31,0
3.87,2.14574045,50.8461647,-0.07747476,-0.009518341,0.235173225,90,-39.15,0
3.89,2.15969286,50.2175751,-0.114077464,0.006404023,0.149979979,90,-39.78,0
3.91,2.17381386,49.65587,-0.034383424,0.000395116,0.1951173,90,-40.34,0
3.93,2.1880589,48.5858078,-0.02282391,-0.001953708,0.342151135,90,-41.41,0
3.94,2.20169316,47.28008,-0.009163059,-0.001226131,0.4300281,90,-42.72,0
3.96,2.21422664,45.46511,-0.043873392,-0.004432811,0.515135467,90,-44.53,0
3.98,2.22689119,43.4956169,0.3071042,0.024010778,0.6134327,90,-46.5,0
3.99,2.23883218,41.1255341,-0.06667551,-0.000581917,0.65699625,90,-48.87,0
4.01,2.25013752,38.7551956,-0.0424112,0.016093295,0.6436232,70,-31.24,0
4.03,2.26085229,36.4361763,-0.06076539,0.001506198,0.6505875,70,-33.56,0
4.04,2.26801156,34.17579,0.688603044,-0.008155197,0.7287711,70,-35.82,0
4.06,2.27726789,31.54962,-0.159485564,-0.014456738,0.6091984,70,-38.45,0
4.07,2.28584583,29.6606541,-0.06973481,-0.061411347,0.49748835,70,-40.34,0
4.09,2.29603848,27.988308,-0.112758644,0.05180245,0.422523677,70,-42.01,0
4.11,2.30371771,26.7546921,-0.022903748,-0.032399137,0.322858751,70,-43.25,0
4.12,2.30911054,25.8583241,-0.08767442,-0.084558755,0.21393244,70,-44.14,0
4.14,2.31618341,24.4128017,0.251356751,0.058715433,0.496741623,70,-45.59,0
4.16,2.32277996,22.47283,-0.113552928,-0.008204026,0.5214991,70,-47.53,0
4.17,2.32889208,20.7988529,0.159918591,-0.013304502,0.28927207,50,-29.2,0
4.19,2.33469073,20.62002,0.307183117,-0.015408065,-0.06331443,50,-29.38,0
4.21,2.34057988,21.2377148,-0.143999934,-0.00074501,-0.27923584,50,-28.76,0
4.23,2.34817698,22.6621017,0.004570665,0.021457363,-0.474019229,50,-27.34,0
4.25,2.35486352,24.53697,-0.154721722,0.00139971,-0.5631724,50,-25.46,0
4.26,2.36199009,26.4176445,-0.6504607,0.015753448,-0.588647962,90,-63.58,0
4.28,2.3697735,28.5240879,-0.5439623,-0.00053966,-0.605314136,90,-61.48,0
4.3,2.37789466,29.7153149,0.106013119,0.014324999,-0.135240778,90,-60.28,0
4.31,2.38614667,29.4035435,0.583538234,0.006609376,0.210304558,90,-60.6,0
4.33,2.39441475,28.5615635,0.2377064,0.04622473,0.2553446,90,-61.44,0
4.35,2.40226192,27.8816528,0.274865955,-0.01769475,0.14945966,90,-62.12,0
4.36,2.41009954,27.6059246,0.2650223,0.04357205,0.026825586,90,-62.39,0
4.38,2.41785542,27.7382813,-0.171525672,0.000919004,-0.06929718,90,-62.26,0
4.4,2.42571477,28.3999634,-0.109666981,-0.000140901,-0.2349771,90,-61.6,0
4.41,2.43373594,29.2947273,-0.0791736,-0.001603752,-0.2718944,90,-60.71,0
4.43,2.44004793,30.1900177,0.001774077,-0.036471143,-0.2749043,90,-59.81,0
4.44,2.448651,30.95719,-0.030125778,0.005588355,-0.084152296,90,-59.04,0
4.46,2.45941146,31.12235,-0.027280675,-0.003647071,-0.1025551,90,-58.88,0
4.48,2.46834027,31.71975,-0.019027567,0.000356784,-0.20025143,90,-58.28,0
4.5,2.47738489,32.4391251,-0.014017732,-8.45E-05,-0.227283448,90,-57.56,0
4.51,2.4865578,33.3426666,-0.022640348,0.004218884,-0.234653756,90,-56.66,0
4.53,2.49614601,34.140358,-0.013624251,0.001601972,-0.238796726,90,-55.86,0
4.55,2.50583325,35.0542145,0.017974027,-0.005221771,-0.243843749,90,-54.95,0
4.57,2.51577971,35.9215431,-0.036924858,-0.040412344,-0.236261755,90,-54.08,0
4.58,2.52605619,36.76081,-0.020252468,-0.000130669,-0.227615386,80,-43.24,0
4.6,2.53646169,37.5641747,-0.006850522,-0.000106562,-0.229148969,80,-42.44,0
4.62,2.54717537,38.35959,-0.445872456,-0.011681784,-0.247322917,80,-41.64,0
4.63,2.55800535,39.2282944,0.027722426,0.003374048,-0.23837325,80,-40.77,0
4.65,2.56928215,40.0617256,0.016537814,0.000766716,-0.239185825,80,-39.94,0
4.67,2.58057002,40.8871078,0.009091684,0.001196354,-0.240782291,80,-39.11,0
4.68,2.5921735,41.74898,0.04659352,0.014471366,-0.232879788,80,-38.25,0
4.7,2.60424594,42.4773636,-0.5137808,0.07170348,-0.225646853,80,-37.52,0
4.72,2.61613275,43.27916,0.215282246,-0.052654475,-0.216811657,80,-36.72,0
4.73,2.62846445,44.0248833,0.125893727,0.000755406,-0.2053728,80,-35.98,0
4.75,2.64088907,44.72243,0.09571416,-0.06142372,-0.212903336,80,-35.28,0
4.77,2.65354518,45.4101067,0.162991852,0.007053827,-0.1902145,80,-34.59,0
4.79,2.66659219,46.0587044,0.09795042,0.002273554,-0.193258747,80,-33.94,0
4.8,2.6794224,46.5968,0.143018991,0.011717469,-0.083007656,80,-33.4,0
4.82,2.69250706,46.4037323,0.08582363,0.008213097,0.137540251,80,-33.6,0
4.84,2.70555784,45.8097763,0.053566426,0.000202701,0.203867152,80,-34.19,0
4.85,2.71823379,45.0030136,0.025475,-0.102311037,0.2108884,80,-35,0
4.87,2.73082186,44.20381,0.2267137,-0.08907498,0.223992392,80,-35.8,0
4.89,2.74308985,43.5116768,0.07239179,-0.004088818,0.137975141,80,-36.49,0
4.9,2.75521362,43.17269,0.08953539,-0.039241463,0.08332742,80,-36.83,0
4.92,2.76727915,42.92425,0.063698,0.000303266,0.068438046,80,-37.08,0
4.94,2.779341,42.72206,-0.115888655,0.011223082,0.057754565,80,-37.28,0
4.95,2.79156306,42.5480766,0.03709598,0.002242252,0.051843442,80,-37.45,0
4.97,2.8032252,42.3532448,0.071522854,0.006745653,0.056798928,80,-37.65,0
4.99,2.81497638,42.17078,-0.7147434,0.069060266,0.055328295,80,-37.83,0
5,2.82391958,42.0004654,0.07226849,-0.001740516,0.049239792,80,-38,0
5.02,2.83565835,41.84791,-0.5050889,-0.08593713,0.03816147,80,-38.15,0
5.04,2.85035608,41.67507,0.077110164,0.002576437,0.044496026,80,-38.32,0
5.05,2.86213362,41.54211,0.044452373,0.000976323,0.03570088,80,-38.46,0
5.07,2.8736202,41.4101028,0.081022434,0.001940033,0.039729357,80,-38.59,0
5.09,2.8853365,41.2932472,0.04804944,-0.000864655,0.029434986,80,-38.71,0
5.11,2.89695632,41.2143364,0.027928347,0.001056454,0.02361544,80,-38.79,0
5.12,2.90855562,41.1475754,0.036741924,0.007688801,0.020691356,80,-38.85,0
5.14,2.92019098,41.06498,0.08086852,0.010755478,0.026385017,80,-38.94,0
5.16,2.93159691,40.975647,0.06295917,0.000994387,0.024113275,80,-39.02,0
5.17,2.94318601,40.91003,0.5519251,0.057661496,0.017961834,80,-39.09,0
5.19,2.95465977,40.88311,0.012097871,0.010563744,0.00791924,80,-39.12,0
5.21,2.96617098,40.8532944,0.008381102,0.001929933,0.00885197,80,-39.15,0
5.22,2.97753743,40.8218346,0.004133147,-0.001959615,0.009046528,80,-39.18,0
5.24,2.98915767,40.80321,0.1786686,-0.019225128,0.011461332,80,-39.2,0
5.26,3.00068393,40.7184868,-0.04834551,0.008093883,0.018242225,80,-39.28,0
